peanut_oil,almonds,moongdal,Garlic,Carrots,grapes,masoordal,walnut,prabhsat ghee,avocado-oil,almonds,moongdal,masoordal,APPLE,moongdal,dates,wheatflour,dalda,masoordal,pista,dates
anjeer,blackchana,Garlic,cherry,DRAGONFRUIT,images1,masoordalbrown,riceflour,avocado-oil,black-sesame-seed,anjeer,turdal,masoordalbrown,cherry,turdal,pista,dalda,daldad,masoordalbrown,,pista
cashews,chawlibeans,Ginger,DRAGONFRUIT,figs,images2,moongdal,wheat,black-sesame-seed,coconut_oil,cashews,almonds,moongdal,DRAGONFRUIT,,raisinsblack,daldad,gowardhan,moongdal,masoordal,pista
chanadal,turdal,til,coconut_oil,grapes,figs,dal,raisinsbrown,gowardhan,prabhsat ghee,turdal,masoordalbrown,,figs,dal,raisinsbrown,gowardhan,prabhsat ghee,turdal,masoordalbrown,
dal,almonds,Beans,olive_oil,images1,grapes,masoordal,walnut,prabhsat ghee,avocado-oil,almonds,moongdal,masoordal,grapes,masoordal,walnut,prabhsat ghee,avocado-oil,almonds,moongdal,masoordal
masoordal,black-sesame-seed,Beetroot,peanut_oil,images2,images1,masoordalbrown,riceflour,avocado-oil,black-sesame-seed,anjeer,turdal,masoordalbrown,images1,masoordalbrown,riceflour,avocado-oil,black-sesame-seed,anjeer,turdal,masoordalbrown
masoordalbrown,coconut_oil,Broccoli,sesameoil,images3,images2,moongdal,wheat,black-sesame-seed,coconut_oil,cashews,almonds,moongdal,images2,moongdal,wheat,black-sesame-seed,coconut_oil,cashews,almonds,moongdal
moongdal,olive_oil,Cabbages,blackchana,papaya,APPLE,moongdal,dates,wheatflour,dalda,masoordal,pista,dates,,,,,,,,
turdal,peanut_oil,Carrots,chawlibeans,APPLE,cherry,turdal,pista,dalda,daldad,masoordalbrown,,pista,,,,,,,,
almonds,sesameoil,Cauliflower,APPLE,cherry,DRAGONFRUIT,,raisinsblack,daldad,gowardhan,moongdal,masoordal,pista,,,,,,,,
images2,figs,papaya,corn,APPLE,moongdal,dates,wheatflour,dalda,masoordal,pista,dates,,,,,,,,,
images3,grapes,Garlic,Carrots,cherry,turdal,pista,dalda,daldad,masoordalbrown,,pista,masoordal,,,,,,,,
papaya,images1,Ginger,Cauliflower,DRAGONFRUIT,,raisinsblack,daldad,gowardhan,moongdal,masoordal,pista,masoordalbrown,,,,,,,,
dalda,images2,Potatoes,Garlic,figs,dal,raisinsbrown,gowardhan,prabhsat ghee,turdal,masoordalbrown,,moongdal,,,,,,,,
daldad,images3,Spinach,Ginger,grapes,masoordal,walnut,prabhsat ghee,avocado-oil,almonds,moongdal,masoordal,APPLE,,,,,,,,
gowardhan,papaya,Spring_onions,Potatoes,images1,masoordalbrown,riceflour,avocado-oil,black-sesame-seed,anjeer,turdal,masoordalbrown,cherry,,,,,,,,
1,2,3,4,5,6,7,8,9,10,,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Bisleri Club Soda,Bisleri Water,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,Red Bull Energy Drink,Sprite,Thums Up,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,,,,,,,,,,,,,,,,
Bisleri Water,Bisleri Club Soda,Brooke Bond Red Label Tea Carton,Bru Instant Coffee,Cadbury Hot Chocolate Drinking Powder,Diet Coke Tin,Lipton Green Tea Bags - Honey Lemon,Society Tea,wheatflour,riceflour,kabulichana,matki,masoordal,masoordalbrown,chanadal,Monginis Muffins Chocolate Cake,Nutella_,blackchana,chawlibeans,corn,kabulichana,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,
Brooke Bond Red Label Tea Carton,Bru Instant Coffee,Cadbury Bournvita Health Drink Refill,Cadbury Hot Chocolate Drinking Powder,Girnar Detox Desi Kahwa Green Tea,Le Cafe Coffee Jar,Lipton Green Tea Bags - Honey Lemon,Nescafe Gold Blend Coffee Jar,blackchana,chawlibeans,corn,kabulichana,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,
Bru Instant Coffee,Cadbury Hot Chocolate Drinking Powder,Brooke Bond Red Label Tea Carton,Cadbury Bournvita Health Drink Refill,Girnar Detox Desi Kahwa Green Tea,Le Cafe Coffee Jar,Lipton Green Tea Bags - Honey Lemon,Nescaf� Classic Coffee Jar,blackchana,chawlibeans,corn,kabulichana,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,
Cadbury Bournvita Health Drink Refill,Cadbury Hot Chocolate Drinking Powder,Girnar Detox Desi Kahwa Green Tea,Hershey_s Chocolate Syrup,Lipton Green Tea Bags - Honey Lemon,Pediasure Nutritional Powder - Premium Chocolate F,Protinex Original Health Drink,Tropicana Mixed Fruit Delight Juice,,,,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,
Cadbury Hot Chocolate Drinking Powder,Cadbury Bournvita Health Drink Refill,Girnar Detox Desi Kahwa Green Tea,Hershey_s Chocolate Syrup,Lipton Green Tea Bags - Honey Lemon,Pediasure Nutritional Powder - Premium Chocolate F,Protinex Original Health Drink,Bisleri Water,blackchana,chawlibeans,corn,kabulichana,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,
Diet Coke Tin,Maaza Mango Drink,Red Bull Energy Drink,Sprite,Thums Up,Tropicana Mixed Fruit Delight Juice,Yakult Light Health Drink,Go Milk Double Toned Milk,,,,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,
Girnar Detox Desi Kahwa Green Tea,Brooke Bond Red Label Tea Carton,Bru Instant Coffee,Hershey_s Chocolate Syrup,Lipton Green Tea Bags - Honey Lemon,Nescaf� Classic Coffee Jar,Nescafe Gold Blend Coffee Jar,Tata Tea Gold,blackchana,chawlibeans,corn,kabulichana,,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,,,,,,,,,,
Hershey_s Chocolate Syrup,Maaza Mango Drink,Mapro Coolz Rose Sharbat,Pediasure Nutritional Powder - Premium Chocolate F,Protinex Chocolate Flavour Health Drink Tin,Tang Orange Powder,Monginis Muffins Chocolate Cake,Nutella_,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,,,,,,,,,,,,,,,
Le Cafe Coffee Jar,Bru Instant Coffee,Lipton Green Tea Bags - Honey Lemon,Nescaf� Classic Coffee Jar,Nescafe Gold Blend Coffee Jar,Good day biscuits_,Unibic chocolate cookies_,Protinex Original Health Drink,,,,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,
Lipton Green Tea Bags - Honey Lemon,Le Cafe Coffee Jar,Bru Instant Coffee,Nescaf� Classic Coffee Jar,Nescafe Gold Blend Coffee Jar,Good day biscuits_,Protinex Chocolate Flavour Health Drink Tin,Protinex Original Health Drink,,,,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,
Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,Thums Up,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,,,,
Mapro Coolz Rose Sharbat,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,Thums Up,Pediasure Nutritional Powder - Premium Chocolate F,Protinex Original Health Drink,Tropicana Mixed Fruit Delight Juice,blackchana,chawlibeans,corn,kabulichana,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,
Nescaf� Classic Coffee Jar,Nescaf� Classic Coffee,Nescafe Gold Blend Coffee Jar,Pediasure Nutritional Powder - Premium Chocolate F,Protinex Chocolate Flavour Health Drink Tin,Real Fruit Power Orange Juice,Red Bull Energy Drink,Society Tea,Pediasure Nutritional Powder - Premium Chocolate F,Protinex Original Health Drink,Bisleri Water,blackchana,chawlibeans,corn,kabulichana,matki,moong,Rooh Afza,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,,,,,,,,,,
Nescaf� Classic Coffee,Nescaf� Classic Coffee Jar,Nescafe Gold Blend Coffee Jar,Pediasure Nutritional Powder - Premium Chocolate F,Real Fruit Power Orange Juice,Red Bull Energy Drink,Society Tea,Tata Tea Gold,Tropicana Mixed Fruit Delight Juice,Yakult Light Health Drink,Go Milk Double Toned Milk,blackchana,chawlibeans,corn,kabulichana,,,,,,,,,,,,,,,
Nescafe Gold Blend Coffee Jar,Nescaf� Classic Coffee,Pediasure Nutritional Powder - Premium Chocolate F,Real Fruit Power Orange Juice,Red Bull Energy Drink,Society Tea,Tata Tea Gold,Lipton Green Tea Bags - Honey Lemon,Nescaf� Classic Coffee Jar,Nescafe Gold Blend Coffee Jar,Tata Tea Gold,blackchana,chawlibeans,corn,kabulichana,matki,moong,Rooh Afza,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,,,,,,,,,,
Pediasure Nutritional Powder - Premium Chocolate F,Bisleri Water,Cadbury Bournvita Health Drink Refill,Cadbury Hot Chocolate Drinking Powder,Lipton Green Tea Bags - Honey Lemon,Nescaf� Classic Coffee,Protinex Chocolate Flavour Health Drink Tin,Protinex Original Health Drink,Tang Orange Powder,Monginis Muffins Chocolate Cake,Nutella_,blackchana,chawlibeans,corn,kabulichana,,,,,,,,,,,,,,,
Protinex Chocolate Flavour Health Drink Tin,Brooke Bond Red Label Tea Carton,Bru Instant Coffee,Cadbury Bournvita Health Drink Refill,Cadbury Hot Chocolate Drinking Powder,Hershey_s Chocolate Syrup,Lipton Green Tea Bags - Honey Lemon,Pediasure Nutritional Powder - Premium Chocolate F,Good day biscuits_,Unibic chocolate cookies_,Protinex Original Health Drink,,,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,,,,,,,,,,
Protinex Original Health Drink,Bisleri Water,Cadbury Bournvita Health Drink Refill,Cadbury Hot Chocolate Drinking Powder,Maaza Mango Drink,Pediasure Nutritional Powder - Premium Chocolate F,Protinex Chocolate Flavour Health Drink Tin,Real Fruit Power Orange Juice,Good day biscuits_,Protinex Chocolate Flavour Health Drink Tin,Protinex Original Health Drink,blackchana,chawlibeans,corn,kabulichana,,,,,,,,,,,,,,,
Real Fruit Power Orange Juice,Bisleri Club Soda,Bisleri Water,Diet Coke Tin,Le Cafe Coffee Jar,Maaza Mango Drink,Red Bull Energy Drink,Rooh Afza,blackchana,chawlibeans,corn,kabulichana,matki,moong,Rooh Afza,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,,,,,,,,,,,,,
Red Bull Energy Drink,Bisleri Water,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,Lipton Green Tea Bags - Honey Lemon,Maaza Mango Drink,Rooh Afza,Sprite,blackchana,chawlibeans,corn,kabulichana,matki,moong,Rooh Afza,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,,,,,,,,,,,,,
Rooh Afza,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,Lipton Green Tea Bags - Honey Lemon,Red Bull Energy Drink,Maaza Mango Drink,Mapro Coolz Rose Sharbat,Tang Orange Powder,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,
Society Tea,Brooke Bond Red Label Tea Carton,Bru Instant Coffee,Girnar Detox Desi Kahwa Green Tea,Hershey_s Chocolate Syrup,Le Cafe Coffee Jar,Lipton Green Tea Bags - Honey Lemon,Nescaf� Classic Coffee Jar,Amul Garlic _ Herbs Buttery Spread,Amul Butter,Amul Cheese Chiplets,Amul Fresh Paneer,blackchana,chawlibeans,corn,kabulichana,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,
Sprite,Bisleri Water,Diet Coke Tin,Maaza Mango Drink,Mapro Coolz Rose Sharbat,Real Fruit Power Orange Juice,Red Bull Energy Drink,Tang Orange Powder,blackchana,chawlibeans,corn,kabulichana,,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,,,,,,,,,,
Tang Orange Powder,Bisleri Water,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Pediasure Nutritional Powder - Premium Chocolate F,Protinex Chocolate Flavour Health Drink Tin,Good day biscuits_,Rooh Afza,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,Lipton Green Tea Bags - Honey Lemon,blackchana,chawlibeans,corn,kabulichana,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,
Tata Tea Gold,Brooke Bond Red Label Tea Carton,Bru Instant Coffee,Cadbury Hot Chocolate Drinking Powder,Diet Coke Tin,Girnar Detox Desi Kahwa Green Tea,Hershey_s Chocolate Syrup,Maaza Mango Drink,blackchana,chawlibeans,corn,kabulichana,,,,,,,,,,,,,,,,,,
Thums Up,Diet Coke Tin,Lipton Green Tea Bags - Honey Lemon,Maaza Mango Drink,Red Bull Energy Drink,Rooh Afza,Tang Orange Powder,Tropicana Mixed Fruit Delight Juice,blackchana,chawlibeans,corn,kabulichana,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,
Tropicana Mixed Fruit Delight Juice,Bisleri Water,Diet Coke Tin,Maaza Mango Drink,Mapro Coolz Rose Sharbat,Real Fruit Power Orange Juice,Red Bull Energy Drink,Rooh Afza,blackchana,chawlibeans,corn,kabulichana,,,,,,,,,,,,,,,,,,
Yakult Light Health Drink,Bisleri Water,Cadbury Bournvita Health Drink Refill,Cadbury Hot Chocolate Drinking Powder,Diet Coke Tin,Maaza Mango Drink,Mapro Coolz Rose Sharbat,Real Fruit Power Orange Juice,blackchana,chawlibeans,corn,kabulichana,,,,,,,,,,,,,,,,,,
Amul Butter,Amul Cheese Chiplets,Amul Fresh Paneer,Amul Garlic _ Herbs Buttery Spread,Amul Masti Dahi,Amul Shrikhand Elaichi,Epigamia Low Fat Greek Yogurt Alphonso Mango,Yakult Probiotic Health Drink,blackchana,chawlibeans,corn,kabulichana,matki,moong,Rooh Afza,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,,,,,,,,,,,,,
Amul Cheese Chiplets,Hershey_s Chocolate Syrup,Amul Butter,Amul Fresh Paneer,Amul Garlic _ Herbs Buttery Spread,Amul Masti Dahi,Amul Shrikhand Elaichi,Amul Taaza Toned Milk,blackchana,chawlibeans,corn,kabulichana,matki,moong,Rooh Afza,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,,,,,,,,,,,,,
Amul Fresh Paneer,Amul Butter,Amul Cheese Chiplets,Amul Fresh Paneer,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,blackchana,chawlibeans,corn,kabulichana,,,,,,,,,,,,,,,,,,
Amul Garlic _ Herbs Buttery Spread,Amul Butter,Amul Cheese Chiplets,Amul Fresh Paneer,Amul Masti Dahi,Amul Shrikhand Kesar,nutralite fat spread,Home chef ketchup_,blackchana,chawlibeans,corn,kabulichana,,,,,,,,,,,,,,,,,,
Amul Gold Homogenised Standardised Milk,Bisleri Water,Brooke Bond Red Label Tea Carton,Bru Instant Coffee,Cadbury Bournvita Health Drink Refill,Protinex Chocolate Flavour Health Drink Tin,Society Tea,Amul Taaza Toned Milk,blackchana,chawlibeans,corn,kabulichana,,,,,,,,,,,,,,,,,,
Amul Masti Dahi,Amul Butter,Amul Cheese Chiplets,Amul Garlic _ Herbs Buttery Spread,Amul Shrikhand Elaichi,Amul Taaza Toned Milk,Britannia Cheese Slices,Chitale Full Cream Shrikhand Amba,blackchana,chawlibeans,corn,kabulichana,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,
Amul Shrikhand Elaichi,Epigamia Low Fat Greek Yogurt Alphonso Mango,Amul Cheese Chiplets,Amul Fresh Paneer,Amul Garlic _ Herbs Buttery Spread,Amul Masti Dahi,Amul Masti Dahi,Chitale Full Cream Shrikhand Amba,blackchana,chawlibeans,corn,kabulichana,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,
Amul Shrikhand Kesar,Go Milk Double Toned Milk,Gowardhan Paneer Classic Block,Amul Cheese Chiplets,Amul Fresh Paneer,Amul Shrikhand Elaichi,Britannia Cheese Slices,Britannia Cheese Slices,blackchana,chawlibeans,corn,kabulichana,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,
Amul Taaza Toned Milk,Brooke Bond Red Label Tea Carton,Bru Instant Coffee,Hershey_s Chocolate Syrup,Pediasure Nutritional Powder - Premium Chocolate F,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Britannia Cheese Slices,blackchana,chawlibeans,corn,kabulichana,,,,,,,,,,,,,,,,,,
Britannia Cheese Slices,Amul Butter,Amul Cheese Chiplets,Amul Fresh Paneer,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Shrikhand Elaichi,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,,,,
Chitale Full Cream Shrikhand Amba,Amul Butter,Amul Cheese Chiplets,Amul Fresh Paneer,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Shrikhand Kesar,Amul Taaza Toned Milk,blackchana,chawlibeans,corn,kabulichana,,,,,,,,,,,,,,,,,,
Delicious Fat Spread,Amul Butter,Amul Cheese Chiplets,Amul Fresh Paneer,Amul Garlic _ Herbs Buttery Spread,Amul Shrikhand Kesar,Amul Shrikhand Elaichi,Nutella_,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,,,,
Epigamia Low Fat Greek Yogurt Alphonso Mango,Yakult Light Health Drink,Amul Butter,Amul Cheese Chiplets,Amul Taaza Toned Milk,Go Milk Double Toned Milk,Nandini Good Life Toned Milk,Yakult Probiotic Health Drink,,blackchana,chawlibeans,corn,kabulichana,matki,moong,Rooh Afza,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,,,,,,,,,,,,
Go Milk Double Toned Milk,Bisleri Club Soda,Brooke Bond Red Label Tea Carton,Bru Instant Coffee,Cadbury Hot Chocolate Drinking Powder,Hershey_s Chocolate Syrup,Pediasure Nutritional Powder - Premium Chocolate F,Protinex Chocolate Flavour Health Drink Tin,,blackchana,chawlibeans,corn,kabulichana,matki,moong,Rooh Afza,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,,,,,,,,,,,,
Gowardhan Paneer Classic Block,Amul Butter,Amul Cheese Chiplets,Amul Fresh Paneer,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Shrikhand Kesar,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,,,,
Nandini Good Life Toned Milk,Amul Butter,Amul Cheese Chiplets,Amul Masti Dahi,Amul Shrikhand Elaichi,Britannia Cheese Slices,Chitale Full Cream Shrikhand Amba,Epigamia Low Fat Greek Yogurt Alphonso Mango,blackchana,chawlibeans,corn,kabulichana,matki,moong,Rooh Afza,Cadbury Bournvita Health Drink Refill,Diet Coke Tin,,,,,,,,,,,,,
Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,
Yakult Probiotic Health Drink,Yakult Light Health Drink,Epigamia Low Fat Greek Yogurt Alphonso Mango,Amul Masti Dahi,Amul Butter,Protinex Original Health Drink,,,,,
nutralite fat spread,,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,,
APPLE,cherry,DRAGONFRUIT,grapes,Maaza Mango Drink,papaya,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,,,,,,
cherry,pineapple,Strawberry_,watermelon,APPLE,grapes,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,,,,,,,,,,,,,,,,,
DRAGONFRUIT,Strawberry_,grapes,cherry,papaya,watermelon,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,,,,,,
figs,papaya,Strawberry_,watermelon,cherry,DRAGONFRUIT,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,,,,,,,,
grapes,Strawberry_,papaya,pineapple,DRAGONFRUIT,cherry,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,,,,,,
images1,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,,,,,,,,
images2,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,,,,,,
images3,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,,,,,,
papaya,Strawberry_,DRAGONFRUIT,pineapple,grapes,cherry,almonds,anjeer,cashews,dates,
pineapple,papaya,Strawberry_,DRAGONFRUIT,Watermelon_,pineapple,Maaza Mango Drink,Bisleri Club Soda,Diet Coke Tin,Mapro Coolz Rose Sharbat,Red Bull Energy Drink,Rooh Afza,Sprite,,,,,,,,,,,,,,,,,
Strawberry_,grapes,papaya,Watermelon_,DRAGONFRUIT,grapes,Nestl� Everyday Dairy Whitener,Amul Butter,Amul Garlic _ Herbs Buttery Spread,Amul Gold Homogenised Standardised Milk,Amul Masti Dahi,Amul Taaza Toned Milk,Chitale Full Cream Shrikhand Amba,Delicious Fat Spread,,,,,,,,,,,,,,,,
